Admin,Masuk form pembelian,27 September 2012,09:11:33
Admin,Berhasil login.,27 September 2012,09:11:33
Admin,Masuk form barang,27 September 2012,09:11:34
Admin,Keluar program,27 September 2012,09:16:11
Admin,Masuk form penjualan,27 September 2012,11:57:31
Admin,Masuk form pembelian,27 September 2012,11:57:32
Admin,Berhasil login.,27 September 2012,11:57:32
Admin,Masuk form penjualan,27 September 2012,11:57:50
Admin,Masuk form pembelian,27 September 2012,11:57:51
Admin,Berhasil login.,27 September 2012,11:57:51
Admin,Masuk form pelanggan,27 September 2012,11:57:53
Admin,Keluar program,27 September 2012,11:58:18
Admin,Masuk form penjualan,27 September 2012,11:59:36
Admin,Masuk form pembelian,27 September 2012,11:59:37
Admin,Berhasil login.,27 September 2012,11:59:37
Admin,Masuk form pelanggan,27 September 2012,11:59:39
Admin,Masuk form penjualan,27 September 2012,12:00:17
Admin,Masuk form pembelian,27 September 2012,12:00:18
Admin,Berhasil login.,27 September 2012,12:00:18
Admin,Masuk form pelanggan,27 September 2012,12:00:21
Admin,Masuk form penjualan,27 September 2012,12:00:55
Admin,Masuk form pembelian,27 September 2012,12:00:56
Admin,Berhasil login.,27 September 2012,12:00:56
Admin,Masuk form pelanggan,27 September 2012,12:00:58
Admin,Masuk form penjualan,27 September 2012,12:01:39
Admin,Masuk form pembelian,27 September 2012,12:01:40
Admin,Berhasil login.,27 September 2012,12:01:40
Admin,Masuk form pelanggan,27 September 2012,12:01:41
Admin,Keluar program,27 September 2012,12:01:58
Admin,Masuk form penjualan,27 September 2012,12:03:11
Admin,Masuk form pembelian,27 September 2012,12:03:11
Admin,Berhasil login.,27 September 2012,12:03:11
Admin,Masuk form pelanggan,27 September 2012,12:03:13
Admin,Keluar program,27 September 2012,12:03:30
Admin,Masuk form penjualan,27 September 2012,12:05:41
Admin,Masuk form pembelian,27 September 2012,12:05:42
Admin,Berhasil login.,27 September 2012,12:05:42
Admin,Masuk form pelanggan,27 September 2012,12:05:43
Admin,Keluar program,27 September 2012,12:06:04
Admin,Masuk form penjualan,29 September 2012,09:41:21
Admin,Masuk form pembelian,29 September 2012,09:41:22
Admin,Berhasil login.,29 September 2012,09:41:22
Admin,Keluar program,29 September 2012,09:41:23
Admin,Masuk form penjualan,29 September 2012,19:23:50
Admin,Masuk form pembelian,29 September 2012,19:23:51
Admin,Berhasil login.,29 September 2012,19:23:51
Admin,Keluar program,29 September 2012,19:23:57
Admin,Masuk form penjualan,30 September 2012,19:58:21
Admin,Masuk form pembelian,30 September 2012,19:58:24
Admin,Berhasil login.,30 September 2012,19:58:24
Admin,Keluar program,30 September 2012,19:58:50
Admin,Masuk form penjualan,30 September 2012,19:59:43
Admin,Masuk form pembelian,30 September 2012,19:59:44
Admin,Berhasil login.,30 September 2012,19:59:44
Admin,Keluar program,30 September 2012,20:00:11
Admin,Masuk form penjualan,30 September 2012,20:04:59
Admin,Masuk form pembelian,30 September 2012,20:05:00
Admin,Berhasil login.,30 September 2012,20:05:00
Admin,Keluar program,30 September 2012,20:05:24
Admin,Masuk form penjualan,30 September 2012,20:06:16
Admin,Masuk form pembelian,30 September 2012,20:06:17
Admin,Berhasil login.,30 September 2012,20:06:17
Admin,Masuk form penjualan,30 September 2012,20:19:25
Admin,Masuk form pembelian,30 September 2012,20:19:26
Admin,Berhasil login.,30 September 2012,20:19:26
Admin,Masuk form penjualan,30 September 2012,20:19:50
Admin,Keluar program,30 September 2012,20:47:25
Admin,Masuk form penjualan,01 October 2012,04:09:10
Admin,Masuk form pembelian,01 October 2012,04:09:12
Admin,Berhasil login.,01 October 2012,04:09:12
Admin,Masuk form penjualan,01 October 2012,16:56:24
Admin,Masuk form pembelian,01 October 2012,16:56:25
Admin,Berhasil login.,01 October 2012,16:56:25
Admin,Masuk form penjualan,01 October 2012,17:07:22
